tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1781018866.8148642,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018866.8512976,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018866.8832855,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018866.9303946,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018866.9590898,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018867.0063562,EP2,169.0,389.0,88.9,359.0,67.0,-87.0,ESP32
1781018867.0526161,EP2,169.0,388.0,88.9,359.0,67.0,-87.0,ESP32
1781018867.0950103,EP2,169.0,385.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.128206,EP2,169.0,385.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.1750276,EP2,170.0,378.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.223922,EP2,170.0,375.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.2532067,EP2,170.0,375.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.299977,EP2,170.0,369.0,86.7,359.0,67.0,-87.0,ESP32
1781018867.3496172,EP2,171.0,365.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.3791978,EP2,171.0,365.0,87.8,359.0,67.0,-87.0,ESP32
1781018867.4280062,EP2,171.0,361.0,86.6,359.0,67.0,-87.0,ESP32
1781018867.47365,EP2,171.0,355.0,85.5,359.0,67.0,-87.0,ESP32
1781018867.5026317,EP2,171.0,355.0,85.5,359.0,67.0,-87.0,ESP32
1781018867.5529277,EP2,172.0,348.0,85.4,359.0,67.0,-87.0,ESP32
1781018867.6000712,EP2,172.0,345.0,84.5,359.0,67.0,-87.0,ESP32
1781018867.6298048,EP2,172.0,345.0,84.5,359.0,67.0,-87.0,ESP32
1781018867.676501,EP2,173.0,338.0,84.5,359.0,67.0,-87.0,ESP32
1781018867.720292,EP2,173.0,338.0,84.5,359.0,67.0,-87.0,ESP32
1781018867.7544944,EP2,174.0,334.0,84.4,359.0,67.0,-87.0,ESP32
1781018867.7969556,EP2,174.0,328.0,84.4,359.0,67.0,-87.0,ESP32
1781018867.8494697,EP2,174.0,325.0,82.3,359.0,67.0,-87.0,ESP32
1781018867.8777406,EP2,174.0,325.0,82.3,359.0,67.0,-87.0,ESP32
1781018867.9232733,EP2,175.0,318.0,82.0,359.0,67.0,-87.0,ESP32
1781018867.9725666,EP2,175.0,315.0,82.0,359.0,67.0,-87.0,ESP32
1781018868.0033767,EP2,175.0,315.0,82.0,359.0,67.0,-87.0,ESP32
1781018868.0497012,EP2,177.0,309.0,83.3,359.0,67.0,-87.0,ESP32
1781018868.0966303,EP2,177.0,306.0,82.2,359.0,67.0,-87.0,ESP32
1781018868.1284482,EP2,177.0,306.0,82.2,359.0,67.0,-87.0,ESP32
1781018868.174345,EP2,178.0,303.0,83.3,359.0,67.0,-87.0,ESP32
1781018868.2249508,EP2,179.0,296.0,80.9,359.0,67.0,-87.0,ESP32
1781018868.2556882,EP2,179.0,296.0,80.9,359.0,67.0,-87.0,ESP32
1781018868.2990417,EP2,179.0,293.0,80.9,359.0,67.0,-87.0,ESP32
1781018868.3451374,EP2,180.0,287.0,79.8,359.0,67.0,-87.0,ESP32
