tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1780400311.1829288,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.2142136,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.2496586,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.2943776,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.3266578,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.3729079,EP2,124.0,427.0,85.3,349.0,85.0,0.0,ESP32
1780400311.4180753,EP2,125.0,424.0,85.2,349.0,85.0,0.0,ESP32
1780400311.4488297,EP2,125.0,424.0,85.2,349.0,85.0,0.0,ESP32
1780400311.493772,EP2,125.0,421.0,83.9,349.0,85.0,0.0,ESP32
1780400311.5423532,EP2,125.0,418.0,81.5,349.0,85.0,0.0,ESP32
1780400311.5740361,EP2,126.0,415.0,82.7,349.0,85.0,0.0,ESP32
1780400311.6189322,EP2,126.0,412.0,80.5,349.0,85.0,0.0,ESP32
1780400311.6665802,EP2,127.0,405.0,80.3,349.0,85.0,0.0,ESP32
1780400311.711776,EP2,127.0,402.0,80.3,349.0,85.0,0.0,ESP32
1780400311.742915,EP2,127.0,402.0,80.3,349.0,85.0,0.0,ESP32
1780400311.7890973,EP2,129.0,396.0,80.3,349.0,85.0,0.0,ESP32
1780400311.8366425,EP2,129.0,396.0,80.3,349.0,85.0,0.0,ESP32
1780400311.8654172,EP2,129.0,393.0,80.3,349.0,85.0,0.0,ESP32
1780400311.9120255,EP2,129.0,387.0,78.0,349.0,85.0,0.0,ESP32
1780400311.9597633,EP2,129.0,387.0,78.0,349.0,85.0,0.0,ESP32
1780400311.989309,EP2,129.0,387.0,78.0,349.0,85.0,0.0,ESP32
1780400312.034586,EP2,131.0,380.0,79.9,349.0,85.0,0.0,ESP32
1780400312.0818148,EP2,131.0,377.0,77.5,349.0,85.0,0.0,ESP32
1780400312.1266484,EP2,131.0,374.0,77.5,349.0,85.0,0.0,ESP32
1780400312.1588044,EP2,131.0,374.0,77.5,349.0,85.0,0.0,ESP32
1780400312.2053845,EP2,133.0,368.0,77.5,349.0,85.0,0.0,ESP32
1780400312.2525666,EP2,133.0,368.0,77.5,349.0,85.0,0.0,ESP32
1780400312.2817361,EP2,134.0,365.0,79.2,349.0,85.0,0.0,ESP32
1780400312.3306935,EP2,135.0,359.0,78.7,349.0,85.0,0.0,ESP32
1780400312.3743498,EP2,136.0,353.0,77.7,349.0,85.0,0.0,ESP32
1780400312.420855,EP2,136.0,349.0,74.7,349.0,85.0,0.0,ESP32
1780400312.4508438,EP2,136.0,349.0,74.7,349.0,85.0,0.0,ESP32
