tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1780401055.6483607,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.6810088,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.7104447,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.7557242,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.8029966,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.8350801,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.8813655,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.9277787,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401055.954931,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401056.0031896,EP2,165.0,116.0,177.6,380.0,434.0,-2.0,ESP32
1780401056.048339,EP2,164.0,116.0,-177.5,380.0,434.0,-2.0,ESP32
1780401056.0814075,EP2,164.0,118.0,-170.8,380.0,434.0,-2.0,ESP32
1780401056.1295567,EP2,164.0,120.0,-161.1,380.0,434.0,-2.0,ESP32
1780401056.1716921,EP2,165.0,122.0,-151.7,380.0,434.0,-2.0,ESP32
1780401056.2207167,EP2,165.0,123.0,-140.5,380.0,434.0,-2.0,ESP32
1780401056.252289,EP2,165.0,123.0,-140.5,380.0,434.0,-2.0,ESP32
1780401056.2988503,EP2,167.0,125.0,-128.5,380.0,434.0,-2.0,ESP32
1780401056.3434315,EP2,169.0,127.0,-121.4,380.0,434.0,-2.0,ESP32
1780401056.3752685,EP2,170.0,127.0,-110.6,380.0,434.0,-2.0,ESP32
1780401056.4213974,EP2,174.0,128.0,-91.4,380.0,434.0,-2.0,ESP32
1780401056.4699228,EP2,176.0,128.0,-80.1,380.0,434.0,-2.0,ESP32
1780401056.5015182,EP2,176.0,128.0,-80.1,380.0,434.0,-2.0,ESP32
1780401056.5462308,EP2,180.0,126.0,-61.5,380.0,434.0,-2.0,ESP32
1780401056.5925012,EP2,182.0,127.0,-54.3,380.0,434.0,-2.0,ESP32
1780401056.6217039,EP2,183.0,128.0,-50.9,380.0,434.0,-2.0,ESP32
1780401056.669381,EP2,185.0,130.0,-48.9,380.0,434.0,-2.0,ESP32
1780401056.7131228,EP2,187.0,132.0,-50.9,380.0,434.0,-2.0,ESP32
1780401056.7608204,EP2,189.0,134.0,-51.8,380.0,434.0,-2.0,ESP32
1780401056.7907348,EP2,191.0,137.0,-50.0,380.0,434.0,-2.0,ESP32
1780401056.8374963,EP2,193.0,139.0,-50.0,380.0,434.0,-2.0,ESP32
1780401056.885152,EP2,194.0,141.0,-48.9,380.0,434.0,-2.0,ESP32
1780401056.9151666,EP2,196.0,143.0,-49.8,380.0,434.0,-2.0,ESP32
1780401056.9627788,EP2,196.0,143.0,-49.8,380.0,434.0,-2.0,ESP32
1780401057.0078034,EP2,200.0,147.0,-52.9,380.0,434.0,-2.0,ESP32
1780401057.0390432,EP2,200.0,147.0,-52.9,380.0,434.0,-2.0,ESP32
1780401057.086947,EP2,202.0,149.0,-52.9,380.0,434.0,-2.0,ESP32
1780401057.1293845,EP2,205.0,154.0,-51.8,380.0,434.0,-2.0,ESP32
1780401057.1750667,EP2,207.0,156.0,-51.8,380.0,434.0,-2.0,ESP32
1780401057.2071242,EP2,207.0,156.0,-51.8,380.0,434.0,-2.0,ESP32
1780401057.2555275,EP2,208.0,158.0,-52.6,380.0,434.0,-2.0,ESP32
1780401057.3026223,EP2,210.0,160.0,-52.6,380.0,434.0,-2.0,ESP32
1780401057.331635,EP2,212.0,163.0,-52.6,380.0,434.0,-2.0,ESP32
1780401057.3765125,EP2,214.0,165.0,-52.6,380.0,434.0,-2.0,ESP32
1780401057.4245586,EP2,216.0,167.0,-53.7,380.0,434.0,-2.0,ESP32
1780401057.4536402,EP2,219.0,172.0,-53.7,380.0,434.0,-2.0,ESP32
1780401057.5033145,EP2,221.0,174.0,-54.5,380.0,434.0,-2.0,ESP32
1780401057.5481691,EP2,223.0,177.0,-53.7,380.0,434.0,-2.0,ESP32
1780401057.595587,EP2,225.0,179.0,-54.5,380.0,434.0,-2.0,ESP32
1780401057.627173,EP2,226.0,182.0,-51.5,380.0,434.0,-2.0,ESP32
1780401057.6708112,EP2,228.0,184.0,-53.4,380.0,434.0,-2.0,ESP32
1780401057.717895,EP2,230.0,187.0,-54.5,380.0,434.0,-2.0,ESP32
1780401057.750559,EP2,232.0,189.0,-55.2,380.0,434.0,-2.0,ESP32
1780401057.7953117,EP2,233.0,192.0,-53.4,380.0,434.0,-2.0,ESP32
1780401057.844059,EP2,235.0,194.0,-53.4,380.0,434.0,-2.0,ESP32
1780401057.875483,EP2,237.0,196.0,-54.9,380.0,434.0,-2.0,ESP32
1780401057.919415,EP2,239.0,199.0,-54.5,380.0,434.0,-2.0,ESP32
1780401057.9681063,EP2,239.0,199.0,-54.5,380.0,434.0,-2.0,ESP32
1780401057.998379,EP2,243.0,203.0,-56.0,380.0,434.0,-2.0,ESP32
1780401058.0458436,EP2,244.0,206.0,-53.4,380.0,434.0,-2.0,ESP32
1780401058.0895278,EP2,244.0,206.0,-53.4,380.0,434.0,-2.0,ESP32
1780401058.1211555,EP2,248.0,210.0,-56.0,380.0,434.0,-2.0,ESP32
1780401058.1697676,EP2,248.0,210.0,-56.0,380.0,434.0,-2.0,ESP32
1780401058.2166042,EP2,252.0,215.0,-56.0,380.0,434.0,-2.0,ESP32
1780401058.2608662,EP2,253.0,218.0,-53.9,380.0,434.0,-2.0,ESP32
1780401058.291376,EP2,253.0,218.0,-53.9,380.0,434.0,-2.0,ESP32
1780401058.3377788,EP2,256.0,223.0,-53.1,380.0,434.0,-2.0,ESP32
1780401058.3852658,EP2,258.0,225.0,-54.6,380.0,434.0,-2.0,ESP32
