tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1781019177.6825688,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.718019,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.749327,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.7944925,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.838823,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.873134,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.9168518,EP2,361.0,38.0,-90.0,155.0,402.0,-176.0,ESP32
1781019177.9630418,EP2,360.0,40.0,-95.9,155.0,402.0,-176.0,ESP32
1781019178.0110083,EP2,359.0,42.0,-98.1,155.0,402.0,-176.0,ESP32
1781019178.0444946,EP2,359.0,42.0,-98.1,155.0,402.0,-176.0,ESP32
1781019178.0880322,EP2,358.0,47.0,-98.1,155.0,402.0,-176.0,ESP32
1781019178.1376185,EP2,358.0,50.0,-99.5,155.0,402.0,-176.0,ESP32
1781019178.1680582,EP2,358.0,50.0,-99.5,155.0,402.0,-176.0,ESP32
1781019178.2122588,EP2,357.0,56.0,-99.5,155.0,402.0,-176.0,ESP32
1781019178.2623715,EP2,356.0,59.0,-98.3,155.0,402.0,-176.0,ESP32
1781019178.2932196,EP2,356.0,59.0,-98.3,155.0,402.0,-176.0,ESP32
1781019178.3375022,EP2,355.0,65.0,-98.3,155.0,402.0,-176.0,ESP32
1781019178.3862448,EP2,355.0,68.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.4189706,EP2,355.0,68.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.4608197,EP2,354.0,70.0,-99.3,155.0,402.0,-176.0,ESP32
1781019178.5064824,EP2,353.0,76.0,-100.4,155.0,402.0,-176.0,ESP32
1781019178.5387242,EP2,353.0,76.0,-100.4,155.0,402.0,-176.0,ESP32
1781019178.584224,EP2,351.0,83.0,-98.3,155.0,402.0,-176.0,ESP32
1781019178.6318626,EP2,351.0,86.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.6774688,EP2,350.0,89.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.7091205,EP2,350.0,89.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.7554648,EP2,350.0,92.0,-101.8,155.0,402.0,-176.0,ESP32
1781019178.8013947,EP2,348.0,98.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.8299515,EP2,348.0,98.0,-100.6,155.0,402.0,-176.0,ESP32
1781019178.8762462,EP2,347.0,103.0,-100.4,155.0,402.0,-176.0,ESP32
1781019178.9238942,EP2,346.0,106.0,-100.4,155.0,402.0,-176.0,ESP32
1781019178.968836,EP2,346.0,109.0,-101.5,155.0,402.0,-176.0,ESP32
1781019178.9981692,EP2,346.0,109.0,-101.5,155.0,402.0,-176.0,ESP32
1781019179.0455575,EP2,344.0,115.0,-100.4,155.0,402.0,-176.0,ESP32
1781019179.0936983,EP2,344.0,118.0,-101.5,155.0,402.0,-176.0,ESP32
1781019179.1253905,EP2,344.0,118.0,-101.5,155.0,402.0,-176.0,ESP32
1781019179.1718686,EP2,343.0,124.0,-102.7,155.0,402.0,-176.0,ESP32
1781019179.219227,EP2,342.0,127.0,-101.8,155.0,402.0,-176.0,ESP32
1781019179.2488425,EP2,342.0,127.0,-101.8,155.0,402.0,-176.0,ESP32
1781019179.2944818,EP2,340.0,133.0,-100.2,155.0,402.0,-176.0,ESP32
1781019179.342333,EP2,340.0,136.0,-102.4,155.0,402.0,-176.0,ESP32
1781019179.3755345,EP2,340.0,136.0,-102.4,155.0,402.0,-176.0,ESP32
1781019179.4212763,EP2,338.0,143.0,-102.7,155.0,402.0,-176.0,ESP32
1781019179.4665804,EP2,338.0,143.0,-102.7,155.0,402.0,-176.0,ESP32
1781019179.4991524,EP2,337.0,146.0,-102.7,155.0,402.0,-176.0,ESP32
1781019179.5462782,EP2,335.0,152.0,-102.7,155.0,402.0,-176.0,ESP32
1781019179.590126,EP2,334.0,155.0,-102.4,155.0,402.0,-176.0,ESP32
1781019179.6257675,EP2,334.0,155.0,-102.4,155.0,402.0,-176.0,ESP32
1781019179.6699433,EP2,333.0,161.0,-104.9,155.0,402.0,-176.0,ESP32
1781019179.7174633,EP2,332.0,164.0,-103.8,155.0,402.0,-176.0,ESP32
1781019179.7475967,EP2,332.0,164.0,-103.8,155.0,402.0,-176.0,ESP32
1781019179.7965062,EP2,330.0,170.0,-103.5,155.0,402.0,-176.0,ESP32
1781019179.8440049,EP2,330.0,173.0,-104.9,155.0,402.0,-176.0,ESP32
1781019179.874277,EP2,330.0,173.0,-104.9,155.0,402.0,-176.0,ESP32
1781019179.922587,EP2,328.0,179.0,-104.6,155.0,402.0,-176.0,ESP32
1781019179.9686546,EP2,327.0,182.0,-104.6,155.0,402.0,-176.0,ESP32
1781019179.9979584,EP2,327.0,182.0,-104.6,155.0,402.0,-176.0,ESP32
1781019180.0484235,EP2,325.0,188.0,-104.6,155.0,402.0,-176.0,ESP32
1781019180.0918572,EP2,324.0,191.0,-104.6,155.0,402.0,-176.0,ESP32
1781019180.1227467,EP2,324.0,191.0,-104.6,155.0,402.0,-176.0,ESP32
1781019180.1674104,EP2,323.0,195.0,-104.9,155.0,402.0,-176.0,ESP32
1781019180.216432,EP2,321.0,201.0,-104.9,155.0,402.0,-176.0,ESP32
1781019180.2621655,EP2,320.0,204.0,-104.9,155.0,402.0,-176.0,ESP32
1781019180.2939382,EP2,319.0,207.0,-104.9,155.0,402.0,-176.0,ESP32
1781019180.3407023,EP2,318.0,210.0,-105.6,155.0,402.0,-176.0,ESP32
1781019180.3865006,EP2,317.0,213.0,-106.7,155.0,402.0,-176.0,ESP32
1781019180.4162967,EP2,317.0,213.0,-106.7,155.0,402.0,-176.0,ESP32
1781019180.461688,EP2,316.0,216.0,-106.7,155.0,402.0,-176.0,ESP32
1781019180.5095835,EP2,314.0,223.0,-107.4,155.0,402.0,-176.0,ESP32
1781019180.5431206,EP2,314.0,223.0,-107.4,155.0,402.0,-176.0,ESP32
1781019180.5894234,EP2,312.0,229.0,-108.1,155.0,402.0,-176.0,ESP32
1781019180.6340232,EP2,311.0,232.0,-108.4,155.0,402.0,-176.0,ESP32
1781019180.665449,EP2,311.0,232.0,-108.4,155.0,402.0,-176.0,ESP32
1781019180.7128997,EP2,309.0,238.0,-109.5,155.0,402.0,-176.0,ESP32
1781019180.7589881,EP2,308.0,241.0,-109.5,155.0,402.0,-176.0,ESP32
1781019180.7914164,EP2,307.0,244.0,-109.5,155.0,402.0,-176.0,ESP32
1781019180.8365054,EP2,307.0,244.0,-109.5,155.0,402.0,-176.0,ESP32
1781019180.8835382,EP2,304.0,250.0,-108.1,155.0,402.0,-176.0,ESP32
1781019180.9158194,EP2,304.0,250.0,-108.1,155.0,402.0,-176.0,ESP32
1781019180.9631367,EP2,302.0,256.0,-109.1,155.0,402.0,-176.0,ESP32
1781019181.0140147,EP2,300.0,260.0,-108.4,155.0,402.0,-176.0,ESP32
1781019181.0449755,EP2,300.0,260.0,-108.4,155.0,402.0,-176.0,ESP32
1781019181.0884683,EP2,299.0,263.0,-109.5,155.0,402.0,-176.0,ESP32
1781019181.1384006,EP2,297.0,269.0,-110.6,155.0,402.0,-176.0,ESP32
1781019181.1674163,EP2,297.0,269.0,-110.6,155.0,402.0,-176.0,ESP32
1781019181.2156537,EP2,294.0,275.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.2610402,EP2,293.0,278.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.2902868,EP2,293.0,278.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.3382587,EP2,290.0,284.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.3854668,EP2,289.0,287.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.416918,EP2,289.0,287.0,-110.2,155.0,402.0,-176.0,ESP32
1781019181.4688103,EP2,288.0,291.0,-111.6,155.0,402.0,-176.0,ESP32
1781019181.5103407,EP2,285.0,297.0,-111.6,155.0,402.0,-176.0,ESP32
1781019181.5401213,EP2,285.0,297.0,-111.6,155.0,402.0,-176.0,ESP32
1781019181.5857797,EP2,283.0,302.0,-113.2,155.0,402.0,-176.0,ESP32
1781019181.633467,EP2,281.0,305.0,-111.6,155.0,402.0,-176.0,ESP32
1781019181.6671064,EP2,281.0,305.0,-111.6,155.0,402.0,-176.0,ESP32
1781019181.7137244,EP2,280.0,308.0,-112.6,155.0,402.0,-176.0,ESP32
1781019181.7595973,EP2,277.0,314.0,-113.6,155.0,402.0,-176.0,ESP32
1781019181.7909324,EP2,277.0,314.0,-113.6,155.0,402.0,-176.0,ESP32
1781019181.836635,EP2,275.0,319.0,-113.6,155.0,402.0,-176.0,ESP32
1781019181.8846364,EP2,273.0,323.0,-114.5,155.0,402.0,-176.0,ESP32
1781019181.9167888,EP2,273.0,323.0,-114.5,155.0,402.0,-176.0,ESP32
1781019181.9620407,EP2,270.0,328.0,-114.1,155.0,402.0,-176.0,ESP32
1781019182.0083754,EP2,269.0,331.0,-115.1,155.0,402.0,-176.0,ESP32
1781019182.040192,EP2,269.0,331.0,-115.1,155.0,402.0,-176.0,ESP32
1781019182.0860908,EP2,265.0,337.0,-115.6,155.0,402.0,-176.0,ESP32
1781019182.1301587,EP2,264.0,339.0,-115.1,155.0,402.0,-176.0,ESP32
1781019182.1817946,EP2,263.0,342.0,-117.6,155.0,402.0,-176.0,ESP32
1781019182.214391,EP2,263.0,342.0,-117.6,155.0,402.0,-176.0,ESP32
1781019182.254446,EP2,260.0,347.0,-118.5,155.0,402.0,-176.0,ESP32
1781019182.3052287,EP2,258.0,350.0,-118.1,155.0,402.0,-176.0,ESP32
1781019182.3351798,EP2,258.0,350.0,-118.1,155.0,402.0,-176.0,ESP32
1781019182.382789,EP2,255.0,354.0,-121.0,155.0,402.0,-176.0,ESP32
1781019182.4318185,EP2,253.0,357.0,-121.2,155.0,402.0,-176.0,ESP32
1781019182.4614098,EP2,253.0,357.0,-121.2,155.0,402.0,-176.0,ESP32
1781019182.5054057,EP2,252.0,359.0,-122.5,155.0,402.0,-176.0,ESP32
1781019182.5521963,EP2,248.0,363.0,-123.1,155.0,402.0,-176.0,ESP32
1781019182.5831034,EP2,248.0,363.0,-123.1,155.0,402.0,-176.0,ESP32
1781019182.6309333,EP2,245.0,367.0,-124.0,155.0,402.0,-176.0,ESP32
1781019182.6829567,EP2,243.0,370.0,-126.2,155.0,402.0,-176.0,ESP32
1781019182.7108583,EP2,243.0,370.0,-126.2,155.0,402.0,-176.0,ESP32
1781019182.756477,EP2,240.0,374.0,-126.4,155.0,402.0,-176.0,ESP32
1781019182.8016973,EP2,238.0,376.0,-126.4,155.0,402.0,-176.0,ESP32
1781019182.834699,EP2,238.0,376.0,-126.4,155.0,402.0,-176.0,ESP32
1781019182.8836393,EP2,234.0,381.0,-128.7,155.0,402.0,-176.0,ESP32
1781019182.9279058,EP2,232.0,382.0,-128.7,155.0,402.0,-176.0,ESP32
1781019182.9603302,EP2,232.0,382.0,-128.7,155.0,402.0,-176.0,ESP32
1781019183.0040815,EP2,228.0,386.0,-131.8,155.0,402.0,-176.0,ESP32
1781019183.0517657,EP2,226.0,387.0,-133.4,155.0,402.0,-176.0,ESP32
1781019183.0841296,EP2,226.0,387.0,-133.4,155.0,402.0,-176.0,ESP32
1781019183.129478,EP2,223.0,390.0,-139.9,155.0,402.0,-176.0,ESP32
1781019183.176098,EP2,221.0,391.0,-142.2,155.0,402.0,-176.0,ESP32
1781019183.207793,EP2,221.0,391.0,-142.2,155.0,402.0,-176.0,ESP32
1781019183.253384,EP2,219.0,392.0,-143.8,155.0,402.0,-176.0,ESP32
1781019183.3014264,EP2,215.0,393.0,-148.2,155.0,402.0,-176.0,ESP32
1781019183.3456268,EP2,213.0,393.0,-151.4,155.0,402.0,-176.0,ESP32
1781019183.3783388,EP2,211.0,394.0,-154.5,155.0,402.0,-176.0,ESP32
