tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj
1777921484.505267,EP,236.0,381.0,28.5,300.0,300.0,0.0
1777921484.552697,EP,238.0,379.0,29.2,300.0,300.0,0.0
1777921484.583314,EP,239.0,378.0,31.0,300.0,300.0,0.0
1777921484.6284804,EP,241.0,377.0,32.2,300.0,300.0,0.0
1777921484.6779933,EP,243.0,375.0,34.9,300.0,300.0,0.0
1777921484.7071536,EP,245.0,373.0,35.7,300.0,300.0,0.0
1777921484.7560897,EP,246.0,372.0,36.9,300.0,300.0,0.0
1777921484.8020012,EP,248.0,370.0,37.7,300.0,300.0,0.0
1777921484.8330386,EP,248.0,370.0,37.7,300.0,300.0,0.0
1777921484.880144,EP,251.0,367.0,40.9,300.0,300.0,0.0
1777921484.9265943,EP,252.0,365.0,41.9,300.0,300.0,0.0
1777921484.9606729,EP,254.0,363.0,41.9,300.0,300.0,0.0
1777921485.0043588,EP,255.0,362.0,47.0,300.0,300.0,0.0
1777921485.0504687,EP,256.0,360.0,47.0,300.0,300.0,0.0
1777921485.081782,EP,258.0,358.0,48.1,300.0,300.0,0.0
1777921485.1265976,EP,258.0,357.0,48.0,300.0,300.0,0.0
1777921485.1734881,EP,260.0,355.0,50.2,300.0,300.0,0.0
1777921485.2216032,EP,261.0,353.0,50.2,300.0,300.0,0.0
1777921485.2523272,EP,262.0,351.0,51.3,300.0,300.0,0.0
1777921485.2982495,EP,263.0,350.0,54.3,300.0,300.0,0.0
1777921485.3440216,EP,264.0,348.0,54.3,300.0,300.0,0.0
1777921485.3755853,EP,265.0,346.0,54.3,300.0,300.0,0.0
1777921485.4225929,EP,266.0,345.0,56.3,300.0,300.0,0.0
1777921485.4679854,EP,267.0,343.0,57.5,300.0,300.0,0.0
1777921485.4970548,EP,268.0,341.0,56.7,300.0,300.0,0.0
1777921485.5449302,EP,269.0,339.0,56.7,300.0,300.0,0.0
1777921485.5923982,EP,270.0,337.0,58.0,300.0,300.0,0.0
1777921485.6235762,EP,270.0,336.0,56.3,300.0,300.0,0.0
1777921485.6698315,EP,271.0,334.0,56.3,300.0,300.0,0.0
1777921485.7151213,EP,273.0,332.0,58.0,300.0,300.0,0.0
1777921485.7613602,EP,273.0,331.0,56.3,300.0,300.0,0.0
1777921485.7939043,EP,275.0,329.0,58.0,300.0,300.0,0.0
1777921485.839331,EP,275.0,328.0,56.3,300.0,300.0,0.0
1777921485.8851347,EP,276.0,327.0,57.1,300.0,300.0,0.0
1777921485.9147654,EP,277.0,325.0,55.5,300.0,300.0,0.0
1777921485.9625814,EP,278.0,324.0,55.5,300.0,300.0,0.0
1777921486.0081282,EP,279.0,323.0,54.3,300.0,300.0,0.0
1777921486.0528257,EP,280.0,322.0,54.3,300.0,300.0,0.0
1777921486.083317,EP,281.0,321.0,53.1,300.0,300.0,0.0
1777921486.1290472,EP,282.0,320.0,53.1,300.0,300.0,0.0
1777921486.1764598,EP,283.0,319.0,51.1,300.0,300.0,0.0
1777921486.209215,EP,284.0,318.0,51.1,300.0,300.0,0.0
1777921486.2519097,EP,284.0,318.0,51.1,300.0,300.0,0.0
1777921486.2984936,EP,286.0,315.0,49.2,300.0,300.0,0.0
1777921486.329967,EP,287.0,315.0,49.1,300.0,300.0,0.0
1777921486.3788464,EP,288.0,314.0,48.1,300.0,300.0,0.0
1777921486.4222565,EP,288.0,313.0,47.0,300.0,300.0,0.0
1777921486.469884,EP,290.0,312.0,47.1,300.0,300.0,0.0
1777921486.4994786,EP,290.0,312.0,48.1,300.0,300.0,0.0
1777921486.5429397,EP,291.0,311.0,48.1,300.0,300.0,0.0
1777921486.5888205,EP,291.0,310.0,45.0,300.0,300.0,0.0
1777921486.6373165,EP,292.0,310.0,47.0,300.0,300.0,0.0
1777921486.6683807,EP,293.0,309.0,46.0,300.0,300.0,0.0
1777921486.7140987,EP,293.0,309.0,42.0,300.0,300.0,0.0
1777921486.7623641,EP,294.0,309.0,39.8,300.0,300.0,0.0
1777921486.790832,EP,295.0,309.0,36.6,300.0,300.0,0.0
1777921486.841277,EP,295.0,310.0,34.9,300.0,300.0,0.0
1777921486.8869913,EP,296.0,310.0,30.5,300.0,300.0,0.0
1777921486.9159846,EP,296.0,311.0,27.8,300.0,300.0,0.0
1777921486.9631655,EP,297.0,311.0,24.6,300.0,300.0,0.0
1777921487.0084498,EP,297.0,312.0,22.6,300.0,300.0,0.0
1777921487.0541706,EP,297.0,313.0,20.2,300.0,300.0,0.0
1777921487.086251,EP,298.0,313.0,15.1,300.0,300.0,0.0
1777921487.1302493,EP,298.0,314.0,11.6,300.0,300.0,0.0
1777921487.1814446,EP,298.0,315.0,8.7,300.0,300.0,0.0
1777921487.2105358,EP,298.0,315.0,2.9,300.0,300.0,0.0
1777921487.2566636,EP,298.0,316.0,1.4,300.0,300.0,0.0
1777921487.3014479,EP,298.0,317.0,-0.0,300.0,300.0,0.0
1777921487.3331566,EP,298.0,317.0,-5.7,300.0,300.0,0.0
1777921487.3782637,EP,298.0,318.0,-7.1,300.0,300.0,0.0
1777921487.4249558,EP,298.0,318.0,-10.2,300.0,300.0,0.0
1777921487.4714887,EP,298.0,319.0,-12.2,300.0,300.0,0.0
1777921487.5019016,EP,298.0,320.0,-13.7,300.0,300.0,0.0
1777921487.5474064,EP,298.0,320.0,-18.0,300.0,300.0,0.0
1777921487.5913258,EP,298.0,321.0,-18.4,300.0,300.0,0.0
1777921487.6239316,EP,298.0,321.0,-19.9,300.0,300.0,0.0
1777921487.6696606,EP,298.0,321.0,-19.9,300.0,300.0,0.0
1777921487.7152014,EP,298.0,321.0,-19.9,300.0,300.0,0.0
1777921487.7478015,EP,298.0,321.0,-19.9,300.0,300.0,0.0
1777921487.7935448,EP,298.0,321.0,-18.0,300.0,300.0,0.0
1777921487.8423245,EP,298.0,320.0,-18.0,300.0,300.0,0.0
1777921487.889398,EP,298.0,320.0,-17.5,300.0,300.0,0.0
1777921487.9202654,EP,299.0,320.0,-15.1,300.0,300.0,0.0
1777921487.9648168,EP,299.0,320.0,-15.1,300.0,300.0,0.0
1777921488.015375,EP,299.0,319.0,-13.3,300.0,300.0,0.0
1777921488.0463092,EP,299.0,319.0,-10.4,300.0,300.0,0.0
1777921488.0887098,EP,299.0,319.0,-7.3,300.0,300.0,0.0
1777921488.1380463,EP,299.0,318.0,-5.9,300.0,300.0,0.0
1777921488.170079,EP,299.0,318.0,-5.9,300.0,300.0,0.0
1777921488.2139037,EP,299.0,318.0,-2.9,300.0,300.0,0.0
1777921488.2594442,EP,300.0,317.0,-2.9,300.0,300.0,0.0
1777921488.289823,EP,300.0,317.0,-0.0,300.0,300.0,0.0
1777921488.3364875,EP,300.0,316.0,-0.0,300.0,300.0,0.0
1777921488.3821528,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.4282186,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.459991,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.5057313,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.5573092,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.5857275,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.631087,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.6773407,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.70698,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.7533665,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.7981794,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.8446655,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.8761883,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.9222631,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921488.9702625,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.0008252,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.0463529,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.092417,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.121244,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.1689646,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.2147079,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.2603233,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.2906344,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.338116,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.3823993,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.4147115,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.4660952,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.5079603,EP,300.0,316.0,2.9,300.0,300.0,0.0
1777921489.5414202,EP,300.0,316.0,2.9,300.0,300.0,0.0
