timestamp,marker_id,x,y,theta
1780401522.306,1,460,392,-7.3
1780401522.345,1,460,392,-7.3
1780401522.374,1,460,392,-7.3
1780401522.409,1,460,392,-7.3
1780401522.438,1,460,392,-7.3
1780401522.470,1,460,392,-7.3
1780401522.514,1,460,392,-7.3
1780401522.547,1,460,392,-7.3
1780401522.592,1,460,392,-7.3
1780401522.637,1,460,392,-7.3
1780401522.686,1,461,392,-7.4
1780401522.715,1,461,392,-7.4
1780401522.762,1,461,392,-7.4
1780401522.809,1,461,392,-7.4
1780401522.840,1,461,392,-7.4
1780401522.887,1,461,392,-7.4
1780401522.933,1,461,392,-7.4
1780401522.964,1,461,392,-7.4
1780401523.011,1,461,392,-7.4
1780401523.056,1,461,392,-7.4
1780401523.090,1,461,392,-7.4
1780401523.136,1,461,392,-7.4
1780401523.182,1,461,392,-7.4
1780401523.211,1,461,392,-7.4
1780401523.258,1,460,392,-7.3
1780401523.309,1,460,392,-7.3
1780401523.335,1,460,392,-7.3
1780401523.381,1,460,392,-7.3
1780401523.430,1,461,392,-7.4
1780401523.462,1,461,392,-7.4
1780401523.508,1,461,392,-7.4
1780401523.554,1,461,392,-7.4
1780401523.601,1,461,392,-7.4
1780401523.630,1,461,392,-7.4
1780401523.675,1,461,392,-7.4
1780401523.722,1,461,392,-7.4
1780401523.754,1,461,392,-7.4
1780401523.799,1,461,392,-7.4
1780401523.847,1,461,392,-7.4
1780401523.894,1,461,392,-7.4
1780401523.925,1,461,392,-7.4
1780401523.971,1,461,392,-7.4
1780401524.020,1,461,392,-7.4
1780401524.047,1,461,392,-7.4
1780401524.094,1,461,392,-7.4
1780401524.139,1,461,392,-7.4
1780401524.168,1,461,392,-7.4
1780401524.216,1,461,392,-7.4
1780401524.262,1,460,392,-7.1
1780401524.310,1,460,392,-7.1
1780401524.339,1,460,392,-7.1
1780401524.385,1,460,392,-7.1
1780401524.432,1,460,392,-7.1
1780401524.460,1,460,392,-7.1
1780401524.510,1,460,392,-7.1
1780401524.554,1,460,392,-7.1
1780401524.588,1,460,392,-7.1
1780401524.632,1,460,392,-7.1
1780401524.677,1,460,392,-7.1
1780401524.724,1,460,392,-7.1
1780401524.755,1,460,392,-7.1
1780401524.800,1,460,392,-7.1
1780401524.848,1,460,392,-7.1
1780401524.880,1,460,392,-7.1
1780401524.924,1,460,392,-7.1
1780401524.971,1,460,392,-7.1
1780401525.016,1,460,392,-7.1
1780401525.050,1,460,392,-7.1
1780401525.096,1,460,392,-7.1
1780401525.140,1,460,392,-7.1
1780401525.172,1,460,392,-7.1
1780401525.220,1,460,392,-7.1
1780401525.268,1,461,392,-7.4
1780401525.296,1,461,392,-7.4
1780401525.344,1,461,392,-7.4
1780401525.391,1,461,392,-7.4
1780401525.420,1,461,392,-7.4
1780401525.465,1,461,392,-7.4
1780401525.514,1,461,392,-7.4
1780401525.560,1,461,392,-7.4
1780401525.592,1,461,392,-7.4
1780401525.636,1,461,392,-7.4
1780401525.683,1,461,392,-7.4
1780401525.713,1,461,392,-7.4
1780401525.761,1,461,392,-7.4
1780401525.809,1,461,392,-7.4
1780401525.852,1,461,392,-7.4
1780401525.881,1,461,392,-7.4
1780401525.928,1,461,392,-7.4
1780401525.972,1,461,392,-7.4
1780401526.006,1,461,392,-7.4
1780401526.052,1,461,392,-7.4
1780401526.098,1,461,392,-7.4
1780401526.130,1,461,392,-7.4
1780401526.175,1,461,392,-7.4
1780401526.222,1,461,392,-7.4
1780401526.267,1,460,392,-7.1
1780401526.299,1,460,392,-7.1
1780401526.346,1,460,392,-7.1
1780401526.390,1,460,392,-7.1
1780401526.419,1,460,392,-7.1
1780401526.470,1,460,392,-7.1
1780401526.514,1,461,392,-7.4
1780401526.560,1,461,392,-7.4
1780401526.588,1,461,392,-7.4
1780401526.636,1,461,392,-7.4
1780401526.685,1,461,392,-7.4
1780401526.714,1,461,392,-7.4
1780401526.759,1,461,392,-7.4
1780401526.809,1,461,392,-7.4
1780401526.840,1,461,392,-7.4
1780401526.886,1,461,392,-7.4
1780401526.932,1,461,392,-7.4
1780401526.962,1,461,392,-7.4
1780401527.011,1,461,392,-7.4
1780401527.060,1,461,392,-7.4
1780401527.087,1,461,392,-7.4
1780401527.134,1,461,392,-7.4
1780401527.181,1,461,392,-7.4
1780401527.228,1,461,392,-7.4
1780401527.260,1,461,392,-7.4
1780401527.303,1,461,392,-7.4
1780401527.349,1,461,392,-7.4
1780401527.380,1,461,392,-7.4
1780401527.429,1,461,392,-7.4
1780401527.474,1,461,392,-7.4
1780401527.504,1,461,392,-7.4
1780401527.554,1,461,392,-7.4
1780401527.600,1,461,392,-7.4
1780401527.630,1,461,392,-7.4
