tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1780401572.3585634,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.3979852,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.413447,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.445502,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.4936187,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.5252478,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.5700874,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.6163948,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.6485841,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.6929798,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.737858,EP2,139.0,105.0,-180.0,380.0,434.0,-2.0,ESP32
1780401572.770084,EP2,139.0,107.0,-169.7,380.0,434.0,-2.0,ESP32
1780401572.8157542,EP2,139.0,109.0,-160.3,380.0,434.0,-2.0,ESP32
1780401572.8598628,EP2,139.0,111.0,-151.7,380.0,434.0,-2.0,ESP32
1780401572.9040997,EP2,139.0,113.0,-142.4,380.0,434.0,-2.0,ESP32
1780401572.9379792,EP2,139.0,113.0,-142.4,380.0,434.0,-2.0,ESP32
1780401572.9836073,EP2,140.0,115.0,-134.0,380.0,434.0,-2.0,ESP32
1780401573.0300553,EP2,142.0,116.0,-124.4,380.0,434.0,-2.0,ESP32
1780401573.060994,EP2,144.0,117.0,-115.3,380.0,434.0,-2.0,ESP32
1780401573.1096957,EP2,145.0,118.0,-104.0,380.0,434.0,-2.0,ESP32
1780401573.1554847,EP2,149.0,118.0,-85.8,380.0,434.0,-2.0,ESP32
1780401573.1858146,EP2,150.0,118.0,-74.2,380.0,434.0,-2.0,ESP32
1780401573.2343936,EP2,152.0,117.0,-65.3,380.0,434.0,-2.0,ESP32
1780401573.27882,EP2,152.0,117.0,-65.3,380.0,434.0,-2.0,ESP32
1780401573.312166,EP2,154.0,116.0,-57.8,380.0,434.0,-2.0,ESP32
1780401573.3530724,EP2,157.0,119.0,-50.2,380.0,434.0,-2.0,ESP32
1780401573.402851,EP2,159.0,120.0,-49.8,380.0,434.0,-2.0,ESP32
1780401573.4482503,EP2,159.0,120.0,-49.8,380.0,434.0,-2.0,ESP32
1780401573.4804819,EP2,161.0,122.0,-50.0,380.0,434.0,-2.0,ESP32
1780401573.525127,EP2,164.0,127.0,-49.1,380.0,434.0,-2.0,ESP32
1780401573.5736134,EP2,167.0,129.0,-50.0,380.0,434.0,-2.0,ESP32
1780401573.6042764,EP2,167.0,129.0,-50.0,380.0,434.0,-2.0,ESP32
1780401573.6496172,EP2,168.0,131.0,-47.9,380.0,434.0,-2.0,ESP32
1780401573.6947925,EP2,170.0,133.0,-48.9,380.0,434.0,-2.0,ESP32
1780401573.7276475,EP2,174.0,137.0,-50.0,380.0,434.0,-2.0,ESP32
1780401573.7735255,EP2,175.0,139.0,-49.8,380.0,434.0,-2.0,ESP32
1780401573.8180923,EP2,177.0,141.0,-49.8,380.0,434.0,-2.0,ESP32
1780401573.864637,EP2,179.0,143.0,-50.7,380.0,434.0,-2.0,ESP32
1780401573.8984122,EP2,181.0,145.0,-50.7,380.0,434.0,-2.0,ESP32
1780401573.948145,EP2,183.0,147.0,-50.7,380.0,434.0,-2.0,ESP32
1780401573.9739401,EP2,185.0,150.0,-51.8,380.0,434.0,-2.0,ESP32
1780401574.0232723,EP2,187.0,152.0,-51.8,380.0,434.0,-2.0,ESP32
1780401574.0686514,EP2,188.0,154.0,-50.7,380.0,434.0,-2.0,ESP32
1780401574.1129656,EP2,190.0,157.0,-49.8,380.0,434.0,-2.0,ESP32
1780401574.14501,EP2,192.0,159.0,-50.7,380.0,434.0,-2.0,ESP32
1780401574.190722,EP2,194.0,161.0,-52.6,380.0,434.0,-2.0,ESP32
1780401574.235036,EP2,196.0,163.0,-52.6,380.0,434.0,-2.0,ESP32
1780401574.2683036,EP2,198.0,165.0,-53.7,380.0,434.0,-2.0,ESP32
1780401574.3125188,EP2,198.0,165.0,-53.7,380.0,434.0,-2.0,ESP32
