Modo,ErrorFinalMedio_px,ErrorFinalSTD_px,ErrorAngularMedio_deg,ErrorAngularSTD_deg,TiempoTotalMedio_s,TiempoTotalSTD_s,TiempoLlegadaMedio_s,TiempoLlegadaSTD_s,LongitudMedia_px,LongitudSTD_px,EficienciaMedia,EficienciaSTD
ESP32,18.8625361476914,5.15371819143267,4.22,1.57959207110922,9.73538343906403,0.819319968393339,8.4202378988266,0.737230950979542,474.466738690315,12.8784770978008,0.954582934335493,0.0247408002578783
Servidor,16.9299900665046,3.86945823771189,6.49,1.78540378252839,8.92206449508667,0.725999170025061,8.13389511108398,0.668630610072268,470.120022567176,6.90457820811754,0.967161269579324,0.0176966423667752
