tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1780478308.4277995,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.4591916,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.4922898,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.5356271,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.5829902,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.6134417,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.6567862,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.7044654,EP2,122.0,434.0,110.1,436.0,111.0,0.0,SERVIDOR
1780478308.7368956,EP2,122.0,434.0,106.3,436.0,111.0,0.0,SERVIDOR
1780478308.785498,EP2,123.0,434.0,101.0,436.0,111.0,0.0,SERVIDOR
1780478308.831969,EP2,125.0,434.0,95.3,436.0,111.0,0.0,SERVIDOR
1780478308.8584738,EP2,127.0,434.0,88.6,436.0,111.0,0.0,SERVIDOR
1780478308.9021714,EP2,128.0,435.0,80.8,436.0,111.0,0.0,SERVIDOR
1780478308.953281,EP2,130.0,435.0,72.4,436.0,111.0,0.0,SERVIDOR
1780478309.0002253,EP2,132.0,437.0,65.2,436.0,111.0,0.0,SERVIDOR
1780478309.029266,EP2,133.0,437.0,58.1,436.0,111.0,0.0,SERVIDOR
1780478309.0753062,EP2,134.0,436.0,56.0,436.0,111.0,0.0,SERVIDOR
1780478309.1227007,EP2,136.0,434.0,56.3,436.0,111.0,0.0,SERVIDOR
1780478309.1540942,EP2,137.0,432.0,55.2,436.0,111.0,0.0,SERVIDOR
1780478309.200037,EP2,139.0,429.0,55.6,436.0,111.0,0.0,SERVIDOR
1780478309.245755,EP2,140.0,427.0,54.5,436.0,111.0,0.0,SERVIDOR
1780478309.2766469,EP2,142.0,425.0,55.2,436.0,111.0,0.0,SERVIDOR
1780478309.3243072,EP2,143.0,422.0,54.5,436.0,111.0,0.0,SERVIDOR
