tiempo,robot,x_act,y_act,th_act,x_obj,y_obj,th_obj,modo_pid
1780481316.3336513,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.36786,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.4130452,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.4447088,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.4911232,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.5345619,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.581234,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.6139781,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.6558626,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.7052999,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.7372344,EP2,115.0,425.0,103.4,436.0,111.0,0.0,ESP32
1780481316.7823668,EP2,115.0,425.0,102.4,436.0,111.0,0.0,ESP32
1780481316.8303933,EP2,116.0,425.0,99.5,436.0,111.0,0.0,ESP32
1780481316.8755105,EP2,117.0,425.0,93.9,436.0,111.0,0.0,ESP32
1780481316.9073925,EP2,119.0,425.0,88.7,436.0,111.0,0.0,ESP32
1780481316.9529402,EP2,120.0,425.0,80.8,436.0,111.0,0.0,ESP32
1780481316.997309,EP2,122.0,426.0,74.4,436.0,111.0,0.0,ESP32
1780481317.031414,EP2,123.0,426.0,65.8,436.0,111.0,0.0,ESP32
1780481317.077006,EP2,125.0,427.0,59.9,436.0,111.0,0.0,ESP32
1780481317.1224077,EP2,126.0,428.0,51.5,436.0,111.0,0.0,ESP32
1780481317.1527834,EP2,128.0,429.0,44.1,436.0,111.0,0.0,ESP32
1780481317.2006743,EP2,129.0,428.0,42.3,436.0,111.0,0.0,ESP32
1780481317.2478747,EP2,131.0,427.0,41.4,436.0,111.0,0.0,ESP32
1780481317.2794228,EP2,133.0,425.0,40.5,436.0,111.0,0.0,ESP32
1780481317.3265014,EP2,135.0,423.0,39.3,436.0,111.0,0.0,ESP32
1780481317.3692222,EP2,137.0,422.0,40.5,436.0,111.0,0.0,ESP32
1780481317.4198134,EP2,139.0,419.0,38.5,436.0,111.0,0.0,ESP32
1780481317.4484267,EP2,141.0,418.0,40.3,436.0,111.0,0.0,ESP32
1780481317.496739,EP2,144.0,416.0,40.3,436.0,111.0,0.0,ESP32
1780481317.541782,EP2,145.0,414.0,37.4,436.0,111.0,0.0,ESP32
1780481317.5739877,EP2,147.0,413.0,39.5,436.0,111.0,0.0,ESP32
1780481317.6183295,EP2,150.0,411.0,40.3,436.0,111.0,0.0,ESP32
1780481317.662709,EP2,152.0,409.0,39.3,436.0,111.0,0.0,ESP32
1780481317.7060318,EP2,154.0,407.0,39.3,436.0,111.0,0.0,ESP32
1780481317.7373176,EP2,156.0,406.0,40.3,436.0,111.0,0.0,ESP32
1780481317.783967,EP2,158.0,404.0,39.3,436.0,111.0,0.0,ESP32
1780481317.8302474,EP2,160.0,402.0,39.3,436.0,111.0,0.0,ESP32
1780481317.8633528,EP2,160.0,402.0,39.3,436.0,111.0,0.0,ESP32
1780481317.911593,EP2,162.0,400.0,38.2,436.0,111.0,0.0,ESP32
1780481317.956605,EP2,167.0,397.0,39.3,436.0,111.0,0.0,ESP32
1780481317.987147,EP2,169.0,395.0,39.3,436.0,111.0,0.0,ESP32
1780481318.0293145,EP2,171.0,394.0,40.3,436.0,111.0,0.0,ESP32
1780481318.0767322,EP2,173.0,392.0,40.3,436.0,111.0,0.0,ESP32
1780481318.1246436,EP2,175.0,390.0,39.3,436.0,111.0,0.0,ESP32
1780481318.1540873,EP2,175.0,390.0,39.3,436.0,111.0,0.0,ESP32
1780481318.197695,EP2,179.0,386.0,38.2,436.0,111.0,0.0,ESP32
1780481318.2467701,EP2,181.0,385.0,39.3,436.0,111.0,0.0,ESP32
1780481318.2764213,EP2,183.0,383.0,39.3,436.0,111.0,0.0,ESP32
1780481318.3224869,EP2,185.0,381.0,38.2,436.0,111.0,0.0,ESP32
1780481318.3730595,EP2,187.0,380.0,39.3,436.0,111.0,0.0,ESP32
1780481318.4043343,EP2,189.0,378.0,39.3,436.0,111.0,0.0,ESP32
1780481318.4491286,EP2,191.0,376.0,38.2,436.0,111.0,0.0,ESP32
1780481318.4938347,EP2,193.0,374.0,37.1,436.0,111.0,0.0,ESP32
1780481318.5410616,EP2,195.0,373.0,39.3,436.0,111.0,0.0,ESP32
1780481318.573937,EP2,197.0,371.0,38.2,436.0,111.0,0.0,ESP32
1780481318.6197278,EP2,199.0,369.0,36.3,436.0,111.0,0.0,ESP32
1780481318.6630757,EP2,201.0,368.0,38.5,436.0,111.0,0.0,ESP32
1780481318.6946034,EP2,201.0,368.0,38.5,436.0,111.0,0.0,ESP32
1780481318.7393515,EP2,205.0,364.0,36.3,436.0,111.0,0.0,ESP32
1780481318.7849908,EP2,208.0,363.0,39.3,436.0,111.0,0.0,ESP32
1780481318.8319855,EP2,210.0,361.0,37.1,436.0,111.0,0.0,ESP32
1780481318.863853,EP2,212.0,359.0,37.1,436.0,111.0,0.0,ESP32
1780481318.9093094,EP2,212.0,359.0,37.1,436.0,111.0,0.0,ESP32
