timestamp,marker_id,x,y,theta
1780926808.705,1,417,305,-78.7
1780926808.705,0,140,287,-82.0
1780926808.740,1,417,305,-78.7
1780926808.740,0,140,287,-82.0
1780926808.770,1,417,305,-78.7
1780926808.770,0,140,287,-82.0
1780926808.817,1,417,305,-78.7
1780926808.817,0,140,287,-82.0
1780926808.849,1,417,305,-78.7
1780926808.849,0,140,287,-82.0
1780926808.894,1,417,305,-78.7
1780926808.894,0,140,287,-82.0
1780926808.942,1,417,305,-78.7
1780926808.942,0,140,287,-82.0
1780926808.972,1,417,305,-78.7
1780926808.972,0,140,287,-82.0
1780926809.019,1,417,305,-78.7
1780926809.019,0,140,287,-82.0
1780926809.066,1,417,305,-78.7
1780926809.066,0,140,287,-82.0
1780926809.099,1,417,305,-78.7
1780926809.099,0,140,287,-82.0
1780926809.147,1,417,305,-78.7
1780926809.147,0,140,287,-82.0
1780926809.193,1,417,305,-78.7
1780926809.193,0,140,287,-82.0
1780926809.225,1,417,305,-78.7
1780926809.225,0,140,287,-82.0
1780926809.272,1,417,305,-78.7
1780926809.272,0,140,287,-82.0
1780926809.318,1,417,305,-78.7
1780926809.318,0,140,287,-82.0
1780926809.347,1,417,305,-78.7
1780926809.347,0,140,287,-82.0
1780926809.396,1,417,305,-78.7
1780926809.396,0,140,287,-82.0
1780926809.440,1,417,305,-78.7
1780926809.440,0,140,287,-82.0
1780926809.473,1,417,305,-78.7
1780926809.473,0,140,287,-82.0
1780926809.518,1,417,305,-78.7
1780926809.518,0,140,287,-82.0
1780926809.564,1,417,305,-78.7
1780926809.564,0,140,287,-82.0
1780926809.595,1,417,305,-78.7
1780926809.595,0,140,287,-82.0
1780926809.641,1,417,305,-78.7
1780926809.641,0,140,287,-82.0
1780926809.689,1,417,305,-78.7
1780926809.689,0,140,287,-82.0
1780926809.719,1,417,305,-78.7
1780926809.719,0,140,287,-82.0
1780926809.768,1,417,305,-78.7
1780926809.768,0,140,287,-82.0
1780926809.812,1,417,305,-78.7
1780926809.812,0,140,287,-82.0
1780926809.858,1,417,305,-78.7
1780926809.858,0,140,287,-82.0
1780926809.891,1,417,305,-78.7
1780926809.891,0,140,287,-82.0
1780926809.934,1,417,305,-78.7
1780926809.934,0,140,287,-82.0
1780926809.983,1,417,305,-78.7
1780926809.983,0,140,287,-82.0
1780926810.011,1,417,305,-78.7
1780926810.011,0,140,287,-82.0
1780926810.062,1,417,305,-78.7
1780926810.062,0,140,287,-82.0
1780926810.106,1,417,305,-78.7
1780926810.106,0,140,287,-82.0
1780926810.141,1,417,305,-78.7
1780926810.141,0,140,287,-82.0
1780926810.186,1,417,305,-78.7
1780926810.186,0,140,287,-82.0
1780926810.234,1,417,305,-78.7
1780926810.234,0,140,287,-82.0
1780926810.264,1,417,305,-78.7
1780926810.264,0,140,287,-82.0
1780926810.312,1,417,305,-78.7
1780926810.312,0,140,287,-82.0
1780926810.358,1,417,305,-78.7
1780926810.358,0,140,287,-82.0
1780926810.387,1,417,305,-78.7
